Title,Authors,Journal,ISSN,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL,QC
Mast Cell Infiltration in Human Brain Metastases Modulates the Microenvironment and Contributes to the Metastatic Potential.,"Roy A, Libard S, Weishaupt H, Gustavsson I, Uhrbom L, Hesselager G, Swartling FJ, Pontén F, Alafuzoff I, Tchougounova E",Front Oncol,2234-943X,2017,2017-06-02,2017-06-02,7,,115,10.3389/fonc.2017.00115,28626727,Tissue Profiling,Collaborative,1aef5d2c4709404bb4b18ad91957495f,https://publications.scilifelab.se/publication/1aef5d2c4709404bb4b18ad91957495f,https://doi.org/10.3389/fonc.2017.00115,https://www.ncbi.nlm.nih.gov/pubmed/28626727,
"Genome Sequence of Roseovarius mucosus Strain SMR3, Isolated from a Culture of the Diatom Skeletonema marinoi.","Töpel M, Pinder MIM, Johansson ON, Kourtchenko O, Godhe A, Clarke AK",Genome Announc,2169-8287,2017,2017-06-01,2017-06-01,5,22,,10.1128/genomeA.00394-17,28572309,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), NGI Uppsala (Uppsala Genome Center), National Genomics Infrastructure","Service, Service, Service, Service, Service",3a3c6631eadb4decbde40c86edda9348,https://publications.scilifelab.se/publication/3a3c6631eadb4decbde40c86edda9348,https://doi.org/10.1128/genomeA.00394-17,https://www.ncbi.nlm.nih.gov/pubmed/28572309,
Injury Leads to the Appearance of Cells with Characteristics of Both Microglia and Astrocytes in Mouse and Human Brain.,"Wilhelmsson U, Andersson D, de Pablo Y, Pekny R, Ståhlberg A, Mulder J, Mitsios N, Hortobágyi T, Pekny M, Pekna M",Cereb. Cortex,1460-2199,2017,2017-06-01,2017-04-12,27,6,3360-3377,10.1093/cercor/bhx069,28398520,"Centre for Cellular Imaging, Fluorescence Tissue Profiling","Service, Collaborative",58ac3a28707245c785c96dd26ae5d18c,https://publications.scilifelab.se/publication/58ac3a28707245c785c96dd26ae5d18c,https://doi.org/10.1093/cercor/bhx069,https://www.ncbi.nlm.nih.gov/pubmed/28398520,
Typing and Characterization of Bacteria Using Bottom-up Tandem Mass Spectrometry Proteomics.,"Boulund F, Karlsson R, Gonzales-Siles L, Johnning A, Karami N, Al-Bayati O, Åhrén C, Moore ERB, Kristiansson E",Mol. Cell Proteomics,1535-9484,2017,2017-06-00,2017-04-18,16,6,1052-1063,10.1074/mcp.M116.061721,28420677,Glycoproteomics,Service,0cc74488286b407d8f3342222eb757eb,https://publications.scilifelab.se/publication/0cc74488286b407d8f3342222eb757eb,https://doi.org/10.1074/mcp.M116.061721,https://www.ncbi.nlm.nih.gov/pubmed/28420677,
Methylation of HPA axis related genes in men with hypersexual disorder,"Jokinen J, Boström AE, Chatzittofis A, Ciuculete DM, Öberg KG, Flanagan JN, Arver S, Schiöth HB",Psychoneuroendocrinology,0306-4530,2017,2017-06-00,2017-06-00,80,,67-73,10.1016/j.psyneuen.2017.03.007,28319850,"NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service",0e86b0163ab8494386109ae3f51cb69e,https://publications.scilifelab.se/publication/0e86b0163ab8494386109ae3f51cb69e,https://doi.org/10.1016/j.psyneuen.2017.03.007,https://www.ncbi.nlm.nih.gov/pubmed/28319850,
Identification and characterization of inhibitors of UDP-glucose and UDP-sugar pyrophosphorylases for in vivo studies,"Decker D, Öberg C, Kleczkowski LA",Plant J,0960-7412,2017,2017-06-00,2017-04-13,90,6,1093-1107,10.1111/tpj.13531,,Chemical Biology Consortium Sweden (CBCS),Collaborative,172827be8ae144cdabd6065140ce0c9b,https://publications.scilifelab.se/publication/172827be8ae144cdabd6065140ce0c9b,https://doi.org/10.1111/tpj.13531,,
An automated method measures variability in P-glycoprotein and ABCG2 densities across brain regions and brain matter.,"Kannan P, Schain M, Kretzschmar WW, Weidner L, Mitsios N, Gulyás B, Blom H, Gottesman MM, Innis RB, Hall MD, Mulder J",J. Cereb. Blood Flow Metab.,1559-7016,2017,2017-06-00,2016-08-05,,,271678X16660984,10.1177/0271678X16660984,27488911,Fluorescence Tissue Profiling,Technology development,224613e7ab0048afa546c615a18f079b,https://publications.scilifelab.se/publication/224613e7ab0048afa546c615a18f079b,https://doi.org/10.1177/0271678X16660984,https://www.ncbi.nlm.nih.gov/pubmed/27488911,
Draft genome of the oomycete pathogen Phytophthora cactorum strain LV007 isolated from European beech (Fagus sylvatica).,"Grenville-Briggs LJ, Kushwaha SK, Cleary MR, Witzell J, Savenkov EI, Whisson SC, Chawade A, Vetukuri RR",Genom Data,2213-5960,2017,2017-06-00,2017-05-12,12,,155-156,10.1016/j.gdata.2017.05.010,28560165,"Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training","Collaborative, Collaborative",31715c08ce5546469fc28a95c4489f27,https://publications.scilifelab.se/publication/31715c08ce5546469fc28a95c4489f27,https://doi.org/10.1016/j.gdata.2017.05.010,https://www.ncbi.nlm.nih.gov/pubmed/28560165,
"Levels of oxylipins, endocannabinoids and related lipids in plasma before and after low-level exposure to acrolein in healthy individuals and individuals with chemical intolerance","Claeson AS, Gouveia-Figueira S, Häggström J, Fowler CJ, Nording ML","Prostaglandins, Leukotrienes and Essential Fatty Acids (PLEFA)",0952-3278,2017,2017-06-00,2017-06-00,121,,60-67,10.1016/j.plefa.2017.06.004,28651699,Swedish Metabolomics Centre (SMC),Service,41e99d73d2174292801e4fe028add883,https://publications.scilifelab.se/publication/41e99d73d2174292801e4fe028add883,https://doi.org/10.1016/j.plefa.2017.06.004,https://www.ncbi.nlm.nih.gov/pubmed/28651699,
The effects of thawing on the plasma metabolome: evaluating differences between thawed plasma and multi-organ samples,"Torell F, Bennett K, Rännar S, Lundstedt-Enkel K, Lundstedt T, Trygg J",Metabolomics,1573-3882,2017,2017-06-00,2017-04-17,13,6,,10.1007/s11306-017-1196-9,28473743,Swedish Metabolomics Centre (SMC),Service,4e2f894adeeb4c3ba0f9407e74526985,https://publications.scilifelab.se/publication/4e2f894adeeb4c3ba0f9407e74526985,https://doi.org/10.1007/s11306-017-1196-9,https://www.ncbi.nlm.nih.gov/pubmed/28473743,
Methylation of HPA axis related genes in men with hypersexual disorder.,"Jokinen J, Boström AE, Chatzittofis A, Ciuculete DM, Öberg KG, Flanagan JN, Arver S, Schiöth HB",Psychoneuroendocrinology,0306-4530,2017,2017-06-00,2017-03-10,80,,67-73,10.1016/j.psyneuen.2017.03.007,28319850,"NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service",4f7b580610394a72ae1fdccff95e59e3,https://publications.scilifelab.se/publication/4f7b580610394a72ae1fdccff95e59e3,https://doi.org/10.1016/j.psyneuen.2017.03.007,https://www.ncbi.nlm.nih.gov/pubmed/28319850,
"Metabolite quantification by NMR and LC-MS/MS reveals differences between unstimulated, stimulated, and pure parotid saliva","Figueira J, Gouveia-Figueira S, Öhman C, Lif Holgerson P, Nording ML, Öhman A",Journal of Pharmaceutical and Biomedical Analysis,0731-7085,2017,2017-06-00,2017-06-00,140,,295-300,10.1016/j.jpba.2017.03.037,28380387,"Swedish Metabolomics Centre (SMC), Swedish NMR Centre (SNC)","Service, Collaborative",51276bfc471541c187e4e9d9706e404a,https://publications.scilifelab.se/publication/51276bfc471541c187e4e9d9706e404a,https://doi.org/10.1016/j.jpba.2017.03.037,https://www.ncbi.nlm.nih.gov/pubmed/28380387,
"Mg-corrosion, hydroxyapatite, and bone healing","Nygren H, Bigdeli N, Ilver L, Malmberg P",Biointerphases,1934-8630,2017,2017-06-00,2017-06-00,12,2,02C407,10.1116/1.4982601,,Gothenburg Imaging Mass Spectrometry,Collaborative,5c5bbccd792c48efb64babde2f6c8393,https://publications.scilifelab.se/publication/5c5bbccd792c48efb64babde2f6c8393,https://doi.org/10.1116/1.4982601,,
A DNA methylation site within the KLF13 gene is associated with orexigenic processes based on neural responses and ghrelin levels.,"Wiemerslage L, Islam R, van der Kamp C, Cao H, Olivo G, Ence-Eriksson F, Castillo S, Larsen AL, Bandstein M, Dahlberg LS, Perland E, Gustavsson V, Nilsson J, Vogel H, Schürmann A, Larsson EM, Rask-Andersen M, Benedict C, Schiöth HB",Int J Obes (Lond),1476-5497,2017,2017-06-00,2017-02-14,41,6,990-994,10.1038/ijo.2017.43,28194012,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service, Service",6993e12273c44e0ea535c85e7bfc107d,https://publications.scilifelab.se/publication/6993e12273c44e0ea535c85e7bfc107d,https://doi.org/10.1038/ijo.2017.43,https://www.ncbi.nlm.nih.gov/pubmed/28194012,
No evidence for MHC class II-based non-random mating at the gametic haplotype in Atlantic salmon,"Promerová M, Alavioon G, Tusso S, Burri R, Immler S",Heredity,0018-067X,2017,2017-06-00,2017-01-18,118,6,563-567,10.1038/hdy.2016.129,28098849,"NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service",7026633507fa4c85bac58c1c8537bb10,https://publications.scilifelab.se/publication/7026633507fa4c85bac58c1c8537bb10,https://doi.org/10.1038/hdy.2016.129,https://www.ncbi.nlm.nih.gov/pubmed/28098849,
MS/MS analysis and imaging of lipids across Drosophila brain using secondary ion mass spectrometry,"Phan NTN, Munem M, Ewing AG, Fletcher JS",Anal Bioanal Chem,1618-2642,2017,2017-06-00,2017-04-07,409,16,3923-3932,10.1007/s00216-017-0336-4,,Gothenburg Imaging Mass Spectrometry,Collaborative,792d2dd7e3be47239bf0870f639967c1,https://publications.scilifelab.se/publication/792d2dd7e3be47239bf0870f639967c1,https://doi.org/10.1007/s00216-017-0336-4,,
Chemisorption of air CO2 on cellulose: an overlooked feature of the cellulose/NaOH(aq) dissolution system,"Gunnarsson M, Theliander H, Hasani M",Cellulose,0969-0239,2017,2017-06-00,2017-04-12,24,6,2427-2436,10.1007/s10570-017-1288-8,,Swedish NMR Centre (SNC),Service,89512b7b68e84197bca3b4ea0e9ddfae,https://publications.scilifelab.se/publication/89512b7b68e84197bca3b4ea0e9ddfae,https://doi.org/10.1007/s10570-017-1288-8,,
A missense variant in ITPR1 provides evidence for autosomal recessive SCA29 with asymptomatic cerebellar hypoplasia in carriers,"Klar J, Ali Z, Farooq M, Khan K, Wikström J, Iqbal M, Zulfiqar S, Faryal S, Baig SM, Dahl N",Eur J Hum Genet,1018-4813,2017,2017-06-00,2017-05-10,25,7,848-853,10.1038/ejhg.2017.54,28488678,"Bioinformatics Compute and Storage, NGI Uppsala (Uppsala Genome Center), National Genomics Infrastructure","Service, Service, Service",8ab76bb5c3c34939abfe74effe61f98a,https://publications.scilifelab.se/publication/8ab76bb5c3c34939abfe74effe61f98a,https://doi.org/10.1038/ejhg.2017.54,https://www.ncbi.nlm.nih.gov/pubmed/28488678,
"Gene flow, ancient polymorphism, and ecological adaptation shape the genomic landscape of divergence among Darwin's finches","Han F, Lamichhaney S, Grant BR, Grant PR, Andersson L, Webster MT",Genome Res.,1549-5469,2017,2017-06-00,2017-04-25,27,6,1004-1015,10.1101/gr.212522.116,28442558,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service, Service",8bd2429d596e4fb8bac36780cb81deed,https://publications.scilifelab.se/publication/8bd2429d596e4fb8bac36780cb81deed,https://doi.org/10.1101/gr.212522.116,https://www.ncbi.nlm.nih.gov/pubmed/28442558,
Large-Scale Identification of Common Trait and Disease Variants Affecting Gene Expression,"Hauberg ME, Zhang W, Giambartolomei C, Franzén O, Morris DL, Vyse TJ, Ruusalepp A, Sklar P, Schadt EE, Björkegren JLM, Roussos P, Fromer M, Sieberts SK, Johnson JS, Ruderfer DM, Shah HR, Klei LL, Dang KK, Perumal TM, Logsdon BA, Mahajan MC, Mangravite LM, Essioux L, Toyoshiba H, Gur RE, Hahn CG, Lewis DA, Haroutunian V, Peters MA, Lipska BK, Buxbaum JD, Hirai K, Domenici E, Devlin B",The American Journal of Human Genetics,0002-9297,2017,2017-06-00,2017-06-00,100,6,885-894,10.1016/j.ajhg.2017.04.016,,"NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service",8d30f96d3ed34e76b303cfeab798e8e9,https://publications.scilifelab.se/publication/8d30f96d3ed34e76b303cfeab798e8e9,https://doi.org/10.1016/j.ajhg.2017.04.016,,
Downregulation of RWA genes in hybrid aspen affects xylan acetylation and wood saccharification,"Pawar PMA, Ratke C, Balasubramanian VK, Chong SL, Gandla ML, Adriasola M, Sparrman T, Hedenström M, Szwaj K, Derba-Maceluch M, Gaertner C, Mouille G, Ezcurra I, Tenkanen M, Jönsson LJ, Mellerowicz EJ",New Phytol,0028-646X,2017,2017-06-00,2017-03-03,214,4,1491-1505,10.1111/nph.14489,28257170,Swedish NMR Centre (SNC),Collaborative,9e60bfe9960242a8bcacdab4c55450c6,https://publications.scilifelab.se/publication/9e60bfe9960242a8bcacdab4c55450c6,https://doi.org/10.1111/nph.14489,https://www.ncbi.nlm.nih.gov/pubmed/28257170,
Synthetic approaches to radiochemical probes for imaging of bacterial infections,"Dutta J, Naicker T, Ebenhan T, Kruger HG, Arvidsson PI, Govender T",European Journal of Medicinal Chemistry,0223-5234,2017,2017-06-00,2017-06-00,133,,287-308,10.1016/j.ejmech.2017.03.060,28395216,Drug Discovery and Development (DDD),Collaborative,c29f83a0dc514f559fe377084b7d53ac,https://publications.scilifelab.se/publication/c29f83a0dc514f559fe377084b7d53ac,https://doi.org/10.1016/j.ejmech.2017.03.060,https://www.ncbi.nlm.nih.gov/pubmed/28395216,
Tumoral cubilin is a predictive marker for treatment of renal cancer patients with sunitinib and sorafenib.,"Niinivirta M, Enblad G, Edqvist PH, Pontén F, Dragomir A, Ullenhag GJ",J. Cancer Res. Clin. Oncol.,1432-1335,2017,2017-06-00,2017-03-04,143,6,961-970,10.1007/s00432-017-2365-y,28260162,Tissue Profiling,Collaborative,d4773ae4a45046d682911d0f085c4ac3,https://publications.scilifelab.se/publication/d4773ae4a45046d682911d0f085c4ac3,https://doi.org/10.1007/s00432-017-2365-y,https://www.ncbi.nlm.nih.gov/pubmed/28260162,
Separating the effects of forage source and field microbiota on silage fermentation quality and aerobic stability,"Mogodiniyai Kasmaei K, Dicksved J, Spörndly R, Udén P",Grass Forage Sci,0142-5242,2017,2017-06-00,2016-06-06,,,,10.1111/gfs.12238,,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Collaborative, Service, Service",d704cde438624d95bc290a353f9f47c4,https://publications.scilifelab.se/publication/d704cde438624d95bc290a353f9f47c4,https://doi.org/10.1111/gfs.12238,,
The transcriptome of the avian malaria parasite Plasmodium ashfordi displays host-specific gene expression.,"Videvall E, Cornwallis CK, Ahrén D, Palinauskas V, Valkiūnas G, Hellgren O",Mol. Ecol.,1365-294X,2017,2017-06-00,2017-04-08,26,11,2939-2958,10.1111/mec.14085,28267239,"Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training","Collaborative, Collaborative",dc532e7f651d4cc39a2271712494c35c,https://publications.scilifelab.se/publication/dc532e7f651d4cc39a2271712494c35c,https://doi.org/10.1111/mec.14085,https://www.ncbi.nlm.nih.gov/pubmed/28267239,
Lower inflammatory markers in women with antenatal depression brings the M1/M2 balance into focus from a new direction,"Edvinsson Å, Bränn E, Hellgren C, Freyhult E, White R, Kamali-Moghaddam M, Olivier J, Bergquist J, Boström AE, Schiöth HB, Skalkidou A, Cunningham JL, Sundström-Poromaa I",Psychoneuroendocrinology,0306-4530,2017,2017-06-00,2017-06-00,80,,15-25,10.1016/j.psyneuen.2017.02.027,28292683,"Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training, Clinical Biomarkers, PLA and Single Cell Proteomics","Collaborative, Collaborative, Service, Collaborative",efc910bea38f4f88a004e0a8d58828eb,https://publications.scilifelab.se/publication/efc910bea38f4f88a004e0a8d58828eb,https://doi.org/10.1016/j.psyneuen.2017.02.027,https://www.ncbi.nlm.nih.gov/pubmed/28292683,
Measuring synaptic vesicles using cellular electrochemistry and nanoscale molecular imaging,"Phan NTN, Li X, Ewing AG",Nat Rev Chem,2397-3358,2017,2017-06-00,2017-06-07,1,6,,10.1038/s41570-017-0048,,Gothenburg Imaging Mass Spectrometry,Collaborative,f54d486c6f1945d8a60bacf484921fee,https://publications.scilifelab.se/publication/f54d486c6f1945d8a60bacf484921fee,https://doi.org/10.1038/s41570-017-0048,,
Affinity Proteomics Exploration of Melanoma Identifies Proteins in Serum with Associations to T-Stage and Recurrence.,"Byström S, Fredolini C, Edqvist PH, Nyaiesh EN, Drobin K, Uhlén M, Bergqvist M, Pontén F, Schwenk JM",Transl Oncol,1936-5233,2017,2017-06-00,2017-04-20,10,3,385-395,10.1016/j.tranon.2017.03.002,28433799,"Plasma Profiling, Tissue Profiling","Collaborative, Collaborative",feb578c0af8f44d999e4cdc360c28358,https://publications.scilifelab.se/publication/feb578c0af8f44d999e4cdc360c28358,https://doi.org/10.1016/j.tranon.2017.03.002,https://www.ncbi.nlm.nih.gov/pubmed/28433799,
Contribution of different bacterial dispersal sources to lakes: Population and community effects in different seasons,"Comte J, Berga M, Severin I, Logue JB, Lindström ES",Environ Microbiol,1462-2912,2017,2017-06-00,2017-05-05,19,6,2391-2404,10.1111/1462-2920.13749,28401636,"NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service",fefb85a3d39a4972a4f6d33401fe4909,https://publications.scilifelab.se/publication/fefb85a3d39a4972a4f6d33401fe4909,https://doi.org/10.1111/1462-2920.13749,https://www.ncbi.nlm.nih.gov/pubmed/28401636,
Expression of CD226 is associated to but not required for NK cell education.,"Wagner AK, Kadri N, Snäll J, Brodin P, Gilfillan S, Colonna M, Bernhardt G, Höglund P, Kärre K, Chambers BJ",Nat Commun,2041-1723,2017,2017-05-31,2017-05-31,8,,15627,10.1038/ncomms15627,28561023,Mass Cytometry,Technology development,dfc6452e87c54ae4a5a175da905f3a44,https://publications.scilifelab.se/publication/dfc6452e87c54ae4a5a175da905f3a44,https://doi.org/10.1038/ncomms15627,https://www.ncbi.nlm.nih.gov/pubmed/28561023,
Genetic susceptibility to cardiovascular disease and risk of dementia,"Karlsson IK, Ploner A, Song C, Gatz M, Pedersen NL, Hägg S",Transl Psychiatry,2158-3188,2017,2017-05-30,2017-05-30,7,5,e1142,10.1038/tp.2017.110,,"NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service",1d8f9559700447cb85c24a82a88e4d3d,https://publications.scilifelab.se/publication/1d8f9559700447cb85c24a82a88e4d3d,https://doi.org/10.1038/tp.2017.110,,
A subcellular map of the human proteome.,"Thul PJ, Åkesson L, Wiking M, Mahdessian D, Geladaki A, Ait Blal H, Alm T, Asplund A, Björk L, Breckels LM, Bäckström A, Danielsson F, Fagerberg L, Fall J, Gatto L, Gnann C, Hober S, Hjelmare M, Johansson F, Lee S, Lindskog C, Mulder J, Mulvey CM, Nilsson P, Oksvold P, Rockberg J, Schutten R, Schwenk JM, Sivertsson Å, Sjöstedt E, Skogs M, Stadler C, Sullivan DP, Tegel H, Winsnes C, Zhang C, Zwahlen M, Mardinoglu A, Pontén F, von Feilitzen K, Lilley KS, Uhlén M, Lundberg E",Science,1095-9203,2017,2017-05-26,2017-05-11,356,6340,,10.1126/science.aal3321,28495876,"Bioinformatics Compute and Storage, Cell Profiling, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Collaborative, Service, Service, Service",9ffdf7a669174f9b940bb01c93fab8a9,https://publications.scilifelab.se/publication/9ffdf7a669174f9b940bb01c93fab8a9,https://doi.org/10.1126/science.aal3321,https://www.ncbi.nlm.nih.gov/pubmed/28495876,
Draft Genome Sequence of the Mycoparasitic Oomycete Pythium oligandrum Strain CBS 530.74.,"Kushwaha SK, Vetukuri RR, Grenville-Briggs LJ",Genome Announc,2169-8287,2017,2017-05-25,2017-05-25,5,21,,10.1128/genomeA.00346-17,28546478,"Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Collaborative, Collaborative, Service, Service, Service",1b262db9b2e649d3b068b24a164ca06f,https://publications.scilifelab.se/publication/1b262db9b2e649d3b068b24a164ca06f,https://doi.org/10.1128/genomeA.00346-17,https://www.ncbi.nlm.nih.gov/pubmed/28546478,
Piperazin-1-ylpyridazine Derivatives Are a Novel Class of Human dCTP Pyrophosphatase 1 Inhibitors,"Llona-Minguez S, Höglund A, Ghassemian A, Desroses M, Calderón-Montaño JM, Burgos Morón E, Valerie NCK, Wiita E, Almlöf I, Koolmeister T, Mateus A, Cazares-Körner C, Sanjiv K, Homan E, Loseva O, Baranczewski P, Darabi M, Mehdizadeh A, Fayezi S, Jemth AS, Warpman Berglund U, Sigmundsson K, Lundbäck T, Jenmalm Jensen A, Artursson P, Scobie M, Helleday T",J. Med. Chem.,1520-4804,2017,2017-05-25,2017-05-16,60,10,4279-4292,10.1021/acs.jmedchem.7b00182,,"Chemical Biology Consortium Sweden (CBCS), Drug Discovery and Development (DDD)","Collaborative, Collaborative",8c77e3f7b1d74d738582830376424535,https://publications.scilifelab.se/publication/8c77e3f7b1d74d738582830376424535,https://doi.org/10.1021/acs.jmedchem.7b00182,,
Type 2 diabetes and obesity induce similar transcriptional reprogramming in human myocytes.,"Väremo L, Henriksen TI, Scheele C, Broholm C, Pedersen M, Uhlén M, Pedersen BK, Nielsen J",Genome Med,1756-994X,2017,2017-05-25,2017-05-25,9,1,47,10.1186/s13073-017-0432-2,28545587,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Service, Service, Service",914e667e695641e7827adaf9b0dcf69b,https://publications.scilifelab.se/publication/914e667e695641e7827adaf9b0dcf69b,https://doi.org/10.1186/s13073-017-0432-2,https://www.ncbi.nlm.nih.gov/pubmed/28545587,
Absolute Quantification of Protein and mRNA Abundances Demonstrate Variability in Gene-Specific Translation Efficiency in Yeast.,"Lahtvee P, Sánchez BJ, Smialowska A, Kasvandik S, Elsemman IE, Gatto F, Nielsen J",Cell Syst,2405-4712,2017,2017-05-24,2017-03-29,4,5,495-504.e5,10.1016/j.cels.2017.03.003,28365149,"Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training","Collaborative, Collaborative",9546e6c6d2a04b82b56377bedc0d7cb6,https://publications.scilifelab.se/publication/9546e6c6d2a04b82b56377bedc0d7cb6,https://doi.org/10.1016/j.cels.2017.03.003,https://www.ncbi.nlm.nih.gov/pubmed/28365149,
"Genome-wide association meta-analysis of 78,308 individuals identifies new loci and genes influencing human intelligence","Sniekers S, Stringer S, Watanabe K, Jansen PR, Coleman JRI, Krapohl E, Taskesen E, Hammerschlag AR, Okbay A, Zabaneh D, Amin N, Breen G, Cesarini D, Chabris CF, Iacono WG, Ikram MA, Johannesson M, Koellinger P, Lee JJ, Magnusson PKE, McGue M, Miller MB, Ollier WER, Payton A, Pendleton N, Plomin R, Rietveld CA, Tiemeier H, van Duijn CM, Posthuma D",Nat Genet,1061-4036,2017,2017-05-22,2017-05-22,49,7,1107-1112,10.1038/ng.3869,,"NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service",5cf4730cf1b146878c93fd28bd5b83ec,https://publications.scilifelab.se/publication/5cf4730cf1b146878c93fd28bd5b83ec,https://doi.org/10.1038/ng.3869,,
Neuroproteomic Profiling of Cerebrospinal Fluid (CSF) by Multiplexed Affinity Arrays.,"Häggmark-Månberg A, Nilsson P, Schwenk JM",Methods Mol. Biol.,1940-6029,2017,2017-05-17,2017-05-17,1598,,247-254,10.1007/978-1-4939-6952-4_11,28508365,"Autoimmunity Profiling, Plasma Profiling","Technology development, Technology development",38aaed196e084a14b7adad22ab9523a9,https://publications.scilifelab.se/publication/38aaed196e084a14b7adad22ab9523a9,https://doi.org/10.1007/978-1-4939-6952-4_11,https://www.ncbi.nlm.nih.gov/pubmed/28508365,
ProQ3D: improved model quality assessments using deep learning.,"Uziela K, Menéndez Hurtado D, Shu N, Wallner B, Elofsson A",Bioinformatics,1367-4811,2017,2017-05-15,2017-01-06,33,10,1578-1580,10.1093/bioinformatics/btw819,28052925,"Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training","Collaborative, Collaborative",0013c1ea0aa54c31903307c143eca156,https://publications.scilifelab.se/publication/0013c1ea0aa54c31903307c143eca156,https://doi.org/10.1093/bioinformatics/btw819,https://www.ncbi.nlm.nih.gov/pubmed/28052925,
Genome Sequence of a Bovine Rhinitis B Virus Identified in Cattle in Sweden,"Blomström AL, Oma V, Khatri M, Hansen HH, Stokstad M, Berg M, Myrmel M",Genome Announc,2169-8287,2017,2017-05-11,2017-05-11,5,19,e00172-17,10.1128/genomea.00172-17,28495761,"Bioinformatics Compute and Storage, NGI Uppsala (Uppsala Genome Center), National Genomics Infrastructure","Service, Service, Service",02b1d36f7ef04089bd0f08e4bd278f47,https://publications.scilifelab.se/publication/02b1d36f7ef04089bd0f08e4bd278f47,https://doi.org/10.1128/genomea.00172-17,https://www.ncbi.nlm.nih.gov/pubmed/28495761,
Whole blood gene expression in adolescent chronic fatigue syndrome: an exploratory cross-sectional study suggesting altered B cell differentiation and survival.,"Nguyen CB, Alsøe L, Lindvall JM, Sulheim D, Fagermoen E, Winger A, Kaarbø M, Nilsen H, Wyller VB",J Transl Med,1479-5876,2017,2017-05-11,2017-05-11,15,1,102,10.1186/s12967-017-1201-0,28494812,"Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training","Collaborative, Collaborative",6b96a366c06542319f176c1ff67cf59a,https://publications.scilifelab.se/publication/6b96a366c06542319f176c1ff67cf59a,https://doi.org/10.1186/s12967-017-1201-0,https://www.ncbi.nlm.nih.gov/pubmed/28494812,
"TIDDIT, an efficient and comprehensive structural variant caller for massive parallel sequencing data.","Eisfeldt J, Vezzi F, Olason P, Nilsson D, Lindstrand A",F1000Res,2046-1402,2017,2017-05-10,2017-05-10,6,,664,10.12688/f1000research.11168.2,28781756,"Bioinformatics Compute and Storage, Bioinformatics Long-term Support WABI, Bioinformatics Support, Infrastructure and Training, Clinical Genomics Stockholm, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Collaborative, Collaborative, Service, Service, Service, Service",cb72c2b5a1184d3591fc1e7dc95f3813,https://publications.scilifelab.se/publication/cb72c2b5a1184d3591fc1e7dc95f3813,https://doi.org/10.12688/f1000research.11168.2,https://www.ncbi.nlm.nih.gov/pubmed/28781756,
Reproducible diagnostic metabolites in plasma from typhoid fever patients in Asia and Africa,"Näsström E, Parry CM, Vu Thieu NT, Maude RR, de Jong HK, Fukushima M, Rzhepishevska O, Marks F, Panzner U, Im J, Jeon H, Park S, Chaudhury Z, Ghose A, Samad R, Van TT, Johansson A, Dondorp AM, Thwaites GE, Faiz A, Antti H, Baker S",Elife,2050-084X,2017,2017-05-09,2017-05-09,6,,,10.7554/elife.15651,28483042,Swedish Metabolomics Centre (SMC),Service,4240e65983424a2bb62b383b13885f5c,https://publications.scilifelab.se/publication/4240e65983424a2bb62b383b13885f5c,https://doi.org/10.7554/elife.15651,https://www.ncbi.nlm.nih.gov/pubmed/28483042,
